omega_0,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12,omega_13,omega_14,omega_15,omega_16,omega_17,omega_18,omega_19,omega_20,omega_21,omega_22,omega_23,omega_24,omega_25,omega_26,omega_27,omega_28,omega_29,omega_30,omega_31,omega_32,omega_33,omega_34,omega_35,omega_36,omega_37,omega_38,omega_39,omega_40,omega_41,omega_42,omega_43,omega_44,omega_45,omega_46,omega_47,omega_48,omega_49,omega_50,omega_51,omega_52,omega_53,omega_54,omega_55,omega_56,omega_57,omega_58,omega_59,omega_60,omega_61,omega_62,omega_63
0.011333792,-0.0067053046,0.018690545,-0.006490118,0.007735908,0.029038494,0.02866654,0.0075056115,-0.021763034,0.021931985,0.021955544,0.0010081013,-0.012217399,-0.022686796,-0.008639154,-0.0062834136,-0.010109369,-0.04027503,-0.016046379,-0.0070935297,0.03131776,0.0012569121,-0.020011717,-0.011576432,0.031458296,-0.01626987,0.018855538,-0.0020584106,-0.0023098076,0.039241962,-0.0071996283,-0.009202464,0.030004015,-0.009519277,0.016142976,0.0040742154,0.034957074,-0.014568407,-0.015030818,0.03000752,-0.03867757,0.017856788,-0.012331397,0.010518096,-0.0051632905,-0.011920244,0.0039149676,0.003267354,0.014772536,0.01284703,0.024383822,0.0044447375,0.013848532,-0.009009233,0.013071095,-0.021660872,0.017225726,-0.0068264464,-0.00031097973,0.0050319303,0.057626493,-0.017675791,0.025953721,-0.022897806
