,omega_0,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12,omega_13,omega_14,omega_15,omega_16,omega_17,omega_18,omega_19,omega_20,omega_21,omega_22,omega_23,omega_24,omega_25,omega_26,omega_27,omega_28,omega_29,omega_30,omega_31,omega_32,omega_33,omega_34,omega_35,omega_36,omega_37,omega_38,omega_39,omega_40,omega_41,omega_42,omega_43,omega_44,omega_45,omega_46,omega_47,omega_48,omega_49,omega_50,omega_51,omega_52,omega_53,omega_54,omega_55,omega_56,omega_57,omega_58,omega_59,omega_60,omega_61,omega_62,omega_63,omega_64,omega_65,omega_66,omega_67,omega_68,omega_69,omega_70,omega_71,omega_72,omega_73,omega_74,omega_75,omega_76,omega_77,omega_78,omega_79,omega_80,omega_81,omega_82,omega_83,omega_84,omega_85,omega_86,omega_87,omega_88,omega_89,omega_90,omega_91,omega_92,omega_93,omega_94,omega_95,omega_96,omega_97,omega_98,omega_99,omega_100,omega_101,omega_102,omega_103,omega_104,omega_105,omega_106,omega_107,omega_108,omega_109,omega_110,omega_111,omega_112,omega_113,omega_114,omega_115,omega_116,omega_117,omega_118,omega_119,omega_120,omega_121,omega_122,omega_123,omega_124,omega_125,omega_126,omega_127
0,-0.002603434259071946,-0.005139132030308247,-0.025698773562908173,-0.014164762571454048,-0.020160295069217682,-0.015626195818185806,-0.0008233958506025374,0.027848439291119576,-0.014034855179488659,0.028435494750738144,0.010714378207921982,-0.02890179120004177,0.02507787011563778,0.016380269080400467,-0.020337065681815147,-0.0020958194509148598,-0.0009429712663404644,-0.00632493756711483,-0.022855667397379875,0.016543494537472725,0.0022076372988522053,0.0003795433440245688,-0.016017435118556023,0.013304349966347218,0.02316221222281456,0.017344199120998383,-0.02205134555697441,0.05945364758372307,0.008478627540171146,-0.007452515419572592,0.024258308112621307,0.01817305199801922,-0.001296046539209783,-0.0045731933787465096,0.011110774241387844,-0.0018605922814458609,0.024614686146378517,0.014688573777675629,-0.005795779637992382,-0.03000498190522194,0.0078095910139381886,-0.001982602756470442,0.03218883275985718,-0.03355705738067627,-0.030115164816379547,0.029510341584682465,0.005718901753425598,-0.008838393725454807,-0.016910729929804802,-0.012524801306426525,0.0008431958267465234,-0.013579463586211205,0.002753681503236294,0.045440781861543655,-0.0016714930534362793,0.0020361291244626045,0.005657972767949104,-0.023006506264209747,0.03726738691329956,0.004616420250386,0.04162629693746567,0.001573916058987379,-0.01568284071981907,-0.022342655807733536,-0.024402296170592308,0.04514232650399208,-0.02845073863863945,0.012936091981828213,0.010793316178023815,-0.02544466219842434,0.00582124711945653,-0.01931343786418438,-0.0039736139588057995,0.0038975246716290712,-0.030166933313012123,-0.013555566780269146,0.015643520280718803,0.004077263176441193,0.007583179511129856,-0.01975141651928425,0.0031035139691084623,0.005765120033174753,0.04585350304841995,-0.01220711413770914,-0.029730886220932007,-0.017542259767651558,0.005077802576124668,0.014101781882345676,0.003369847545400262,0.02851078286767006,-0.01666402257978916,-0.01276717521250248,-0.013027052395045757,0.014712649397552013,-0.011668617837131023,-0.002339536091312766,-0.030652357265353203,-0.024666134268045425,0.022508982568979263,0.01717921905219555,0.01245689857751131,-0.027816297486424446,0.00013403086632024497,0.006679127458482981,0.018412921577692032,0.0029627960175275803,0.002353932475671172,0.015067088417708874,-0.012660611420869827,-0.02124038152396679,-0.04954718425869942,0.007546551059931517,-0.016443170607089996,-0.014258436858654022,0.0059528774581849575,0.03254588693380356,-0.04671931266784668,-0.005834512412548065,0.007341119926422834,-0.02582504227757454,-0.048733409494161606,0.0034590831492096186,0.007165847811847925,0.030126651749014854,-0.007622302044183016,-0.01601938158273697,-0.01679772511124611,-0.03063412569463253
