sample,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
10,-0.028280642,-0.035207577,-0.07811068,-0.036430173,0.08833876,-0.021637108,-0.035311505,0.033196427,0.05097662,-0.08913635,0.0027288478,-0.065836914,-0.07504789,0.0019947956,0.05727151,-0.015051394,-0.060078777,0.023122892,-0.083850995,0.022328008,0.02332925,0.16758712,-0.023375535,0.0038537197,0.0059857713,0.09643341,0.025040764,0.08925369,-0.03787224,-0.011974187,-0.010281589,-0.057520423,0.015205004,0.03080472,-0.09612632,0.033068936,0.022907082,-0.056078356,0.003260957,0.028873831,0.15714413,-0.03639373,0.038387425,-0.025081307,-0.075414196,-0.011476004,0.065543815,0.019889288,0.033437803,-0.06389829,0.15636927,0.01605118,-0.034408722,0.11051112,-0.049090326,-0.03259737,0.013208688,-0.03567209,-0.052074634,-0.051948074,0.08809467,-0.064582884,-0.030175593,-0.03301521
11,0.0736216,-0.03145835,0.015080636,0.011558892,-0.026765421,0.014345039,0.017407864,0.015790716,-0.078494966,-0.030346256,0.011333975,0.008631999,-0.051422287,0.09739248,-0.021041075,-0.05022714,0.00026838575,-0.0071260827,-0.09347263,0.0027849865,-0.04265511,0.013628265,-0.030431269,0.09772654,0.025776297,0.0066097714,-0.06194233,0.056993186,-0.027206598,0.017856028,-0.014071653,0.023560233,-0.018624932,0.033468522,-0.0011998303,-0.040432096,0.00018088333,-0.0020159432,0.021289665,0.08248985,0.014132781,0.02253929,0.05052453,0.02606536,-0.00067507895,0.028173573,0.010264506,0.04073503,-0.11703709,-0.030544423,-0.027699526,0.014863643,0.0077355634,-0.00024933647,-0.0017614923,-0.039208528,-0.024957608,0.034276713,-0.062135,-0.021164581,0.028717011,-0.053604193,-0.01179014,-0.03159517
12,0.055370267,-0.13420607,0.080992356,-0.08736449,-0.046404347,0.020855092,0.026327318,-0.010108551,0.06386114,0.100967914,-0.012986034,-0.009691605,-0.0026009716,-0.012859738,-0.061904225,-0.055740565,-0.04369972,-0.026989887,-0.0562368,-0.067436874,-0.0055320896,0.07600837,0.09381608,0.040538814,-0.05185998,0.017066713,0.020766433,0.0036639199,0.055836435,-0.010350785,-0.120405935,0.094621554,-0.035763513,0.08855817,-0.026548864,-0.015664576,0.016180292,-0.10140805,-0.09749527,0.0112349875,-0.06775775,0.023201182,-0.0221994,0.050075542,-0.02125083,-0.084392175,0.030041518,-0.0067743007,0.09135705,-0.03364341,-0.056055613,0.07179999,0.01658193,0.0015839383,-0.07052105,0.007818362,0.01961445,-0.045404658,0.045086417,0.053176526,0.027100585,0.004329,0.027146444,-0.0157596
13,0.0099721635,-0.06280009,0.0012185164,-0.12357101,0.012531952,0.082874194,-0.0035805404,-0.033037484,0.02518598,-0.029090216,-0.0011832863,-0.048716962,-0.02092802,0.0038792677,-0.030640665,0.0319178,0.013962569,-0.07828441,-0.11454971,0.012710134,0.016058343,0.012272947,0.024792949,0.029912839,-0.08987248,-0.01397462,0.046283253,-0.021782836,0.047728054,-0.04612595,-0.024372496,0.05578378,-0.05882971,-0.0093676355,-0.039292842,0.022906829,-0.0194171,-0.05750986,-0.06260063,0.032367814,0.042226836,-0.12455766,-0.011327265,0.023528323,-0.009681784,-0.024304667,0.06891038,-0.0055666463,0.022274511,-0.10407442,-0.047505055,0.0080480855,0.0042319507,0.006068309,-0.074007265,-0.054182306,-0.027563777,-0.0082090255,-0.039107773,0.006330277,-0.031159166,-0.03461665,-0.06606328,0.028355539
14,-0.00913956,-0.097279,0.0016208477,0.0084052095,-0.040922944,-0.0061876513,0.06587637,0.075340554,0.014303943,0.0007000421,0.08093185,0.039850384,0.018663995,0.03554113,-0.020769082,-0.043901462,0.008673885,-0.020818261,-0.009170297,0.005713748,-0.03269486,0.03477733,0.005924336,0.13605605,0.025494393,0.060885664,-0.09342837,0.020197874,0.010275673,0.01280503,-0.05289226,-0.06092195,-0.0091120545,0.031178195,0.0011789724,-0.035894394,0.004629016,-0.06404117,0.038548946,-0.012828122,0.10895106,-0.030690454,0.09033417,0.01969979,0.008254208,-0.016011473,-0.05463148,0.031291038,-0.06535876,-0.05187626,0.00084239803,0.011466665,-0.045871876,0.039117992,-0.039515622,-0.06721148,-0.013159466,-0.075932324,-0.05065438,0.03825654,0.0013018698,0.026582533,-0.01647324,-0.004083909
15,-0.01928494,-0.0063205454,0.009406218,-0.009786634,-0.087758355,0.07379295,-0.027311642,-0.021425838,-0.056241326,0.02423728,0.10734853,0.023082864,0.015398158,0.0071610822,0.023944207,-0.04455638,-0.03150162,-0.076264046,-0.018187363,-0.05378165,-0.007977069,-0.051409263,-0.06396259,0.12929371,0.022027766,0.057897236,-0.10029256,0.06365958,0.020326776,0.025282413,-0.028869068,0.031756256,-0.04904008,-0.03646303,-0.017581683,-0.05116374,-0.0877954,-0.063407645,0.023223676,0.10213937,-0.06802085,0.04986036,0.01746014,0.015423022,0.04286472,0.016148709,-0.06893696,0.08966854,-0.017921232,-0.015742203,-0.026269028,-0.046290576,-0.002908823,0.0021324453,-0.02815368,-0.03453195,-0.034209184,0.044112943,-0.057321206,0.069828,-0.08084951,0.039635725,-0.06427729,0.03070547
16,-0.042643834,-0.059045896,-0.02354285,0.030329872,0.037202556,0.0063273795,0.024139935,0.027009308,0.027421847,-0.01701478,-0.01791539,-0.06397523,-0.08799937,0.025737269,-0.04203313,-0.08680296,-0.02606434,-0.00025092345,-0.051348686,-0.042938814,0.041956507,0.083569765,0.031968456,0.0121816415,0.016876174,0.06794493,-0.045843918,0.022911754,0.0373848,-0.008287865,-0.11334601,-0.0075776884,0.02510682,0.049783513,-0.11007016,0.029886037,0.0016606366,-0.077464774,-0.005881009,0.030132405,0.027594933,-0.070972346,0.035056323,0.021741105,-0.064076066,0.015849402,0.01877261,0.03491407,0.026064845,-0.031953596,0.027819812,-0.0001996383,-0.032747976,-0.045577276,0.04035673,-0.046216857,0.08838083,-0.038777035,-0.012876787,-0.0075094523,-0.0132907145,-0.044465687,-0.01054731,0.033592008
17,0.0058710407,-0.018738545,0.015577105,0.014231345,0.030270617,-0.0075175613,0.06395699,0.06372787,-0.016990513,-0.031054642,0.030839302,-0.09433529,-0.113159426,0.030490564,0.020033835,0.0044950657,0.051902592,0.0009912867,-0.012343075,0.0065724,-0.03213537,-0.021075297,-0.054716714,0.026329838,-0.008454071,0.06829153,0.030027948,0.043964103,0.06403083,-0.0046210317,-0.017999042,-0.047730833,0.03781198,-0.090270944,0.031710777,-0.07469915,-0.0047156624,0.003859338,-0.039261103,0.031634703,0.001414435,0.008664349,0.009173939,0.0014767996,-0.011528157,-0.06988585,-0.050038747,0.012558297,-0.042513907,-0.035206657,0.016947813,0.045637168,-0.01908921,0.032166447,-0.043758713,-0.015553359,0.00010647811,0.046690203,-0.049107134,0.015269497,0.054743014,-0.009594308,-0.0026220018,-0.055918224
18,0.09856506,0.010857422,0.046651054,-0.0073240483,0.0014772166,0.022160653,0.029133935,-0.08387025,-0.04533923,0.04050099,0.007531898,-0.06805751,-0.09260793,-0.024253,-0.08762567,-0.09710785,-0.029258614,-0.011319406,-0.023354169,-0.035537884,-0.13452712,0.016168708,-0.070699684,0.06619917,0.029000657,-0.01760105,-0.005483881,-0.019075658,0.034434665,-0.012102256,-0.10799723,0.028040951,-0.12088899,-0.0825145,-0.011771127,-0.025014404,-0.03236238,-0.01882945,0.026800632,0.008999392,-0.07776843,-0.09712664,0.063770056,-0.017393675,0.07109883,-0.0108222775,0.07350584,-0.0021494692,-0.039513666,-0.021888014,-0.092964806,0.048166536,0.023587087,-0.098155536,0.055555418,-0.00046160538,-0.057380095,-0.03662531,-0.07557921,0.111778006,-0.115072906,0.015928412,0.016115997,0.010931797
19,0.025126016,0.030117337,0.035474107,-0.039988868,0.012160588,0.019244147,0.015028488,-0.045568846,0.065162525,0.013146817,-0.0018436424,0.027468543,-0.0037463454,0.01918908,-0.06426894,0.00015923567,0.03680605,-0.02217781,-0.051246163,-0.030589094,-0.021996368,-0.03300622,0.049702495,0.027681397,0.007029595,0.015515195,0.053109497,-0.0057050847,0.07301027,-0.032502588,-0.056731686,0.0013455455,-0.015397422,-0.045600124,0.026817292,-0.0010363809,-0.04552453,0.045953788,0.016346427,-0.04458096,0.036133643,-0.099301904,0.029139953,0.06020475,0.029002301,0.036273234,0.07133618,-0.022327745,-0.018334674,-0.012922378,-0.04590107,0.01675285,-0.007236377,0.013599388,-0.036672805,-0.03090387,-0.049200304,-0.08195257,0.024728972,0.054766774,-0.03901635,0.07960278,0.033655405,0.016890906
20,0.014576221,0.012462901,-0.0053982036,-0.016909778,-0.0044654203,0.044507056,0.091212496,0.051316604,0.00045732595,0.016973458,0.04463296,0.027219899,0.06912561,0.027082967,0.012030443,-0.032330405,-0.027724952,0.028875615,-0.05148719,-0.05594623,0.04988052,0.058469377,0.036863722,0.107450515,0.08116275,0.013067644,-0.021615505,0.028532457,0.0359725,0.048069786,-0.04545288,0.024537552,-0.0354802,0.034791376,-0.077194765,0.00094490894,-0.080292016,-0.0028421488,-0.050785147,0.02809678,0.080383904,-0.01545158,-0.023519777,0.06241229,-0.03706739,0.005152262,-0.0008960301,0.0827474,-0.044583034,-0.013326886,-0.016196424,-0.062386718,-0.024217874,0.0052365875,-0.022047043,-0.040503707,-0.04261474,0.0029413048,0.019666057,-0.027074939,0.02492069,-0.061634485,0.0035040306,0.028242318
21,0.0076823793,-0.030711696,-0.026394375,-0.05739067,0.015259568,0.00807222,0.022655345,-0.044447273,-0.005618629,0.02358269,0.040009387,-0.033676542,-0.13331003,-0.02211361,0.010290904,-0.020986162,-0.0256866,0.019209366,0.013801718,0.007504212,-0.09655097,0.11172617,-0.12046224,0.055531938,-0.021403505,-0.009550269,0.013884276,0.027823642,-0.0022104671,-0.0087516215,-0.110155284,0.055585187,0.0046794848,-0.044139672,-0.06847671,-0.03881466,-0.08966202,-0.07905305,-0.020626005,0.006313663,0.020801699,-0.004881516,0.02837842,0.040644832,-0.027114112,-0.06690572,0.12941644,0.040438317,0.007117917,-0.09941005,0.021762045,0.037797038,-0.04010164,0.026739841,-0.0434384,-0.06659911,-0.018107662,-0.02040913,-0.088865235,0.0919262,0.03421007,-0.026125073,0.039667502,0.056208022
22,0.036321744,-0.055691652,-0.012735164,-0.042315036,-0.0013491176,-0.020991499,0.069769636,-0.04784437,-0.029325534,-0.013055318,0.018749954,-0.06353891,-0.009569521,0.018090922,-0.0489206,-0.057241865,0.016928028,0.045359116,-0.054268964,-0.032444745,-0.01589093,0.09186053,0.00441066,0.11455599,0.042933036,-0.050986182,-0.01223582,0.074582614,0.021849658,-0.036077403,-0.06590638,0.036498785,-0.08543794,-0.0006114803,-0.0333675,-0.049708363,-0.0018450674,-0.021932293,-0.00012996234,-0.016826596,-0.008330395,-0.09476257,-0.005723493,0.023606667,0.011139177,-0.0035416693,0.026403982,0.037828434,-0.000611363,-0.011357838,-0.059570782,-0.042971235,-0.0030657416,0.007158706,-0.037298165,-0.07709172,-0.008477911,0.009250273,-0.014139193,0.04395889,0.009148942,-0.031940937,-0.030420015,0.021789594
23,0.030193362,0.013695184,0.040841214,0.039762773,-0.020977125,0.023469333,0.021979403,0.04014363,0.06744688,0.018964794,0.038616214,-0.014547057,-0.054932036,-0.013708752,-0.009941287,-0.013660716,-0.029043464,-0.09810761,0.02170799,-0.057758283,-0.019107517,-0.08537449,-0.033180863,0.04564134,0.0089281155,0.047181796,0.033115342,0.04344155,0.05619826,-0.0065594604,-0.019798156,-0.012461087,-0.10452145,0.018471938,0.019047115,-0.0903601,0.00631537,0.03422589,-0.045964442,0.01795568,0.038416635,-0.07210164,0.06599088,0.002245265,0.034712628,-0.002312621,-0.041557398,0.014323844,0.014408002,-0.027050328,-0.03172029,0.021573082,-0.06315423,-0.034647524,-0.07714516,-0.04529421,-0.049281403,-0.014750014,-0.044350557,0.023584325,-0.050960686,-0.027786778,0.032808725,0.015779395
24,0.05997127,-0.06943769,0.029371303,-0.05139375,0.005888161,-0.0027675154,0.09715095,0.06694069,-0.011525208,0.012956703,0.09013707,-0.0015539397,-0.012134466,0.04458569,-0.0019628815,-0.06591625,0.033206884,-0.041870642,0.021487966,-0.008348349,-0.0073449556,0.003970471,-0.051231377,0.10478868,0.047677368,0.055734552,-0.068058066,0.011485126,0.059354812,-0.0139422985,0.0066307113,0.014437755,-0.07120018,0.0038016997,-0.016340977,0.007909434,-0.008277232,-0.030103017,0.0038255835,0.07315265,0.072553284,-0.044102512,0.0013358872,0.06356346,-0.001198302,0.011366724,0.033433467,0.08146912,-0.004346406,-0.061270155,-0.045131654,-0.040372066,-0.03802875,0.02087055,-0.048610542,-0.054747716,-0.03831805,-0.0043575736,-0.044151396,0.04241923,-0.04606375,-0.061709978,0.03264617,0.04690186
25,0.0579588,-0.07183106,0.040181234,-0.04059569,-0.108921394,-0.04685865,0.05608005,-0.03712391,-0.04995331,0.04866059,0.05354777,-0.034978233,-0.04972964,0.0031571386,-0.10112214,-0.027119659,0.025476027,-0.116346434,0.07239527,0.033313826,-0.024564244,0.04115538,0.040298726,0.120091476,-0.0069715194,0.024355862,-0.022896808,0.011250295,-0.0018663569,0.024493247,-0.03372449,-0.020777583,-0.08359131,0.06156792,0.0070079155,0.000109790824,-0.036152147,-0.06930169,-0.069129154,0.03283621,0.008915039,-0.010287544,0.093632475,0.036463417,-0.05880794,-0.04696161,-0.02698524,-0.03309678,-0.037571184,-0.035330225,-0.01090277,0.06929079,0.005141907,-0.07174848,-0.046110757,-0.026652303,-0.046784583,0.008121913,0.048618115,0.12187808,0.016854698,0.006509559,0.09938756,0.0026861187
26,0.01437008,-0.025055021,-0.022045635,-0.014542442,0.023972347,-0.04317113,0.012287592,-0.028495781,0.08043012,-0.06694527,0.003588248,-0.056216463,-0.0701927,-0.009343594,-0.046170108,-0.047826283,0.002041669,-0.017817656,-0.025997706,-0.012865329,-0.0019798595,0.021405429,-0.0443293,0.05009508,0.05682032,0.007337748,0.0074489987,0.018582854,0.060576204,-0.08747698,-0.05139083,-0.020488326,-0.041360624,-0.038450964,-0.020771421,0.02454218,-0.031186828,-0.024114355,0.0029148245,0.012271633,0.07570971,-0.12797435,0.078857094,0.038508296,0.02134641,-0.042430636,0.056359865,-0.019770067,0.020887034,-0.02331467,-0.04938862,0.0035854632,-0.050064664,-0.06641653,-0.033666,-0.09183581,0.060885165,-0.013000008,-0.050572004,0.11407855,-0.0421275,0.06550342,0.06953879,0.049757287
27,0.06578587,0.02155919,-0.02795174,-0.068170354,0.011696893,-0.07643371,0.021716021,-0.010361074,0.013700159,-0.009079046,-0.009519905,-0.010226605,0.0075132838,-0.051980466,-0.041799188,-0.081180714,0.0555457,0.027989764,-0.026625205,-0.05889884,-0.045556184,0.021950012,-0.055771243,0.035746377,0.065693006,-0.022300582,-0.022529446,0.059019223,-0.046806894,-0.06617081,-0.049449213,-0.12150299,0.022141509,-0.044895057,-0.07191414,-0.017056998,-0.025291383,-0.04811351,-0.024570398,0.070708744,0.07249799,-0.06566678,0.027606668,0.05778558,-0.0035182983,0.011190581,0.04836252,0.027479492,-0.04388437,0.0030025057,-0.04615137,-0.022681793,0.020523867,-0.0710619,-0.040653866,-0.030074364,0.016472606,0.020998795,-0.022202812,0.0141838705,0.019424792,0.06370975,0.0861027,-0.011349002
28,0.029843982,-0.047939584,-0.015618369,-0.020123353,-0.045037724,0.029076982,-0.030525394,0.032660615,-0.00823088,0.04748095,0.024964942,0.010280252,-0.09034537,-0.0006415229,-0.009802323,-0.06161742,-0.05467645,-0.049021326,-0.04244448,-0.01655828,-0.04787924,0.03709258,0.004412735,0.014458427,-0.0028786864,0.050712034,-0.0389751,0.0028919978,0.015209474,0.011033822,-0.073663004,0.0546036,-0.11539577,0.039414257,-0.044458754,-0.01994764,-0.032887086,-0.04924214,-0.08153015,0.024297304,0.08796813,-0.061413713,0.053207748,0.04682256,0.050047882,0.02897608,-0.02603597,0.03574437,-0.019492423,-0.03872229,-0.024199951,-0.0037155899,-0.056066345,-0.03211087,-0.05448317,-0.067124225,-0.07182176,-0.030181237,-0.016884666,0.06418082,-0.021988224,0.018287852,-0.009218128,0.025934152
29,0.036635604,0.0013337722,0.05375544,-0.013862108,-0.02282111,0.007576899,0.04682889,0.02741931,0.06664576,0.030332437,0.017158592,0.017641205,-0.0061668903,-0.04397683,0.042503312,0.04622169,-0.022263989,-0.0027247556,-0.00053143874,-0.026705861,0.018070452,-0.08089616,0.040658973,0.048334576,0.013422305,0.07774195,0.07256921,-0.005384975,0.08603485,-0.0093538305,-0.010338146,0.020270955,-0.03570942,0.05262328,0.019234993,-0.018596519,-0.01637306,-0.0512737,-0.06356823,0.030440506,0.00537928,-0.016531756,-0.044763613,0.0066404724,0.027251601,-0.092226334,-0.0102395555,0.017160414,-0.074052386,-0.080960706,-0.040066235,0.07365972,-0.036791373,0.03327768,-0.087309636,0.011741618,0.007492178,0.022969145,-0.019561041,0.027569123,-0.0061871563,0.030437872,0.042143747,0.025323981
30,0.05376897,-0.023579035,0.07434273,-0.034813456,0.012132721,0.04314587,0.050886728,-0.009244055,0.044353705,0.06503686,0.061754983,-0.022090528,-0.017534731,0.013283335,-0.018524226,-0.041936424,0.016625464,-0.07447456,-0.0419384,-0.075152025,-0.014466764,-0.01274985,-0.082186624,0.06862154,-0.008605532,0.013276685,0.0460075,0.025411014,0.098110944,0.014120117,-0.06667964,0.016333573,-0.061812364,-0.10314895,0.030310638,-0.04082509,-0.029042514,0.017010946,-0.045529593,0.046783805,-0.07696976,-0.0085107,0.058883432,0.05372287,0.023851821,-0.013970522,-0.0064035654,0.041936036,0.042435624,-0.018207293,-0.06616917,0.06313417,0.018769369,0.0011256645,-0.046138622,-0.00025579706,-0.06574115,-0.034556046,-0.040857308,0.09414151,-0.046084356,0.040982567,0.088044964,0.002353943
