sample,phenomenon,contrib,norm
0,phi_0,-0.0036537873,0.6370813250541687
0,phi_1,0.003645115,0.5606659054756165
0,phi_2,0.004551867,0.7469914555549622
0,phi_3,-0.0005497709,0.6870152950286865
0,phi_4,0.0109703615,0.8995373249053955
0,phi_5,0.0008684639,0.6118513941764832
0,phi_6,0.0067000175,0.8058665990829468
0,phi_7,0.005125798,0.6842935681343079
