omega_0,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12,omega_13,omega_14,omega_15,omega_16,omega_17,omega_18,omega_19,omega_20,omega_21,omega_22,omega_23,omega_24,omega_25,omega_26,omega_27,omega_28,omega_29,omega_30,omega_31,omega_32,omega_33,omega_34,omega_35,omega_36,omega_37,omega_38,omega_39,omega_40,omega_41,omega_42,omega_43,omega_44,omega_45,omega_46,omega_47,omega_48,omega_49,omega_50,omega_51,omega_52,omega_53,omega_54,omega_55,omega_56,omega_57,omega_58,omega_59,omega_60,omega_61,omega_62,omega_63
-0.010494149,-0.029681878,-0.0009424656,0.018625075,0.0028970593,-0.026964873,-0.002902871,-0.00052893185,-0.008925575,-0.0010837867,-0.05343202,0.0048238127,-0.018517483,-0.02127508,-0.013878863,0.034590475,0.04806419,-0.0072472575,-0.020680984,0.021860633,-0.027375516,-0.036656547,0.010490984,-0.017011426,-0.02087514,-0.033253793,-0.0043069166,-0.012023687,0.0035117832,0.015759425,-0.059473123,0.0027667182,0.040677007,-0.00239411,-0.018101722,-0.006298576,-0.005011617,0.008782591,-0.02016962,0.020354982,-0.019108985,-0.01385619,-0.0056651044,-0.0036105667,0.01905336,-0.017861778,-0.0067976853,-0.024919117,0.021608006,-0.005822352,-0.0018510338,0.02876338,0.0076469146,0.023763577,0.016142342,-0.035003956,0.013383638,0.0064041074,-0.0030368008,0.034524865,-0.012168159,0.019532846,0.023705184,-0.00024090239
