sample,phenomenon,contrib,norm
0,phi_0,-0.0010985546,0.616114616394043
0,phi_1,0.0034611616,0.6383830308914185
0,phi_2,-0.002212757,0.5910984873771667
0,phi_3,0.004562332,0.8059139251708984
0,phi_4,-0.002305208,0.7498379349708557
0,phi_5,0.0059685805,0.6872220039367676
0,phi_6,0.013849994,0.8199155926704407
0,phi_7,0.0087173,0.7905890345573425
