sample,phenomenon,contrib,norm
0,phi_0,-0.0019188446,0.9461618661880493
0,phi_1,0.0050545726,0.8205439448356628
0,phi_2,0.00022228248,0.9683840870857239
0,phi_3,0.008128749,1.0047180652618408
0,phi_4,-0.0020898867,1.0157092809677124
0,phi_5,0.009592293,1.014906644821167
0,phi_6,0.0119100455,1.031988263130188
0,phi_7,-0.0009093564,1.2976118326187134
