phi_phi_density,phi_self_mean,phi_acyclicity,adj_fro,omega_norm,omega_mean,omega_std,emptiness,inseparability,entropy_mean,entropy_std,entropy_min,entropy_max,phi_contrib_mean,phi_contrib_std,phi_contrib_pos_frac
0.421875,0.0,0.5711263321257825,2.060981799663802,0.1475706301372771,0.0008061093961428567,0.018574668148683585,0.9991938906038571,0.421875,2.3005450903336975,0.00041896463671666563,2.2992323168441713,2.301385193096356,0.00374873186,0.005267690888794165,0.625
