omega_0,omega_1,omega_2,omega_3,omega_4,omega_5,omega_6,omega_7,omega_8,omega_9,omega_10,omega_11,omega_12,omega_13,omega_14,omega_15,omega_16,omega_17,omega_18,omega_19,omega_20,omega_21,omega_22,omega_23,omega_24,omega_25,omega_26,omega_27,omega_28,omega_29,omega_30,omega_31,omega_32,omega_33,omega_34,omega_35,omega_36,omega_37,omega_38,omega_39,omega_40,omega_41,omega_42,omega_43,omega_44,omega_45,omega_46,omega_47,omega_48,omega_49,omega_50,omega_51,omega_52,omega_53,omega_54,omega_55,omega_56,omega_57,omega_58,omega_59,omega_60,omega_61,omega_62,omega_63
-0.03506097,0.012574343,-0.019737178,0.015543397,-0.013491461,-0.0060283393,0.015878625,-0.033504453,0.02269272,0.017953161,-0.012275986,-0.02594386,0.01708709,0.0017792655,-0.034629833,-0.011570147,-0.009946843,-0.0016713733,0.017239736,-0.010222266,0.012168026,0.0006220202,0.010404361,0.026949001,0.019435652,0.017044123,0.030125994,0.0015230519,-0.011117352,-0.0087559605,0.013812757,0.0047453037,0.03516557,0.0061096894,0.041578602,-0.0096038785,-0.017973214,-0.0092080105,0.03409309,-0.027416945,-0.025949214,0.0031867325,-0.040778015,0.01238666,-0.006790229,0.035189286,-0.014968347,0.023876458,0.028903442,0.017056467,0.03897258,-0.03659144,-0.009339922,0.016743332,0.0064445618,0.008106204,0.0023059333,0.009995239,-0.02755856,-0.0076494156,-0.017614497,0.00058798137,-0.0005591494,-0.031852826
