sample,phenomenon,contrib,norm
0,phi_0,0.0051565254,0.5426713228225708
0,phi_1,0.00380663,0.623577356338501
0,phi_2,0.0022387025,0.7174401879310608
0,phi_3,0.0028139981,0.5720177292823792
0,phi_4,0.004477207,0.6766636967658997
0,phi_5,0.0019115238,0.44395238161087036
0,phi_6,0.002041212,0.5832949876785278
0,phi_7,0.00523624,0.7281009554862976
