sample,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63
10,0.031255294,0.006031044,0.002887467,0.016064283,-0.037475158,0.049908534,0.026367627,0.10008993,0.04202166,0.025386069,0.0083844885,0.05593809,-0.042840365,0.022499539,-0.016311277,0.001597651,0.0024441704,0.019796459,-0.013220228,0.020914411,-0.02480215,-0.056178015,-0.114081785,-0.07536453,-0.0016591433,-0.041607738,-0.024976294,0.07419272,0.035795964,-0.02377959,-0.053543687,0.05950442,-0.07842459,0.0123420255,-0.020962777,0.052165054,-0.0023132348,-0.0074234228,0.017683987,-0.07334291,0.030114809,0.030362839,0.0043291906,0.053195633,0.08297988,0.04030792,-0.06506364,-0.033612132,0.029131755,0.04652311,-0.031469643,-0.06731858,0.005995238,0.036811177,0.101901665,0.014896397,0.048323672,0.060391203,-0.022368778,-0.057211593,0.08408585,-0.0067971665,0.021912625,-0.013308015
11,0.0124232955,0.040960774,-0.053250827,0.012874839,0.014201876,-0.030364696,0.00668451,-0.059748076,-0.0044202376,-0.15303995,0.058436975,0.019755686,-0.005000929,-0.00952184,0.043109186,-0.016603855,0.043549262,-0.025377514,-0.08384914,0.013841794,0.03584355,0.02423456,-0.07423151,-0.118377626,0.015930433,0.033174165,0.06817886,0.10914387,0.020628834,0.021559106,0.012057465,0.067054376,-0.04094048,0.030304436,0.06327992,-0.052978188,0.01516947,0.043015055,-0.10933458,-0.06823709,0.009661441,0.024433063,0.040270813,0.01139435,0.054146275,-0.03687797,0.030205276,0.0371188,0.008542118,0.07488034,-0.025246315,-0.010331845,0.021712948,-0.023482712,-0.0028835768,-0.00089692324,0.04316484,-0.033685453,0.0059088394,0.008449761,-0.018474903,-0.024088021,0.017784096,0.06569308
12,-0.028577853,-0.060133096,0.0019345134,0.062352873,0.04372286,-0.06426206,0.06608675,-0.023877135,-0.023322852,-0.0755513,0.11417478,-0.0040779132,-0.036114078,0.032088637,0.06581174,0.026746133,-0.021514628,-0.06841418,-0.0016347929,-0.037510313,0.05877299,-0.08861538,-0.024096416,-0.12347386,-0.027575789,0.01333357,0.046006188,0.043930493,0.07281434,0.07707302,-0.042237025,0.065460786,0.037716303,0.068491295,0.034718312,-0.021339362,-0.016530612,0.018864926,-0.046593077,-0.091378465,0.031352673,0.07365005,0.027291995,0.069090694,-0.035922498,0.000104453415,0.03243262,0.026579969,0.035354074,0.026011433,-0.01010691,0.045092016,-0.04322592,0.0008733887,0.094344676,0.014318468,-0.0023011747,0.023084044,0.019044371,0.027605385,0.09790815,-0.019508861,0.030597765,0.008758802
13,-0.0059620994,-0.03570253,-0.019994397,0.03800016,0.015616,-0.12630771,-0.005241909,-0.041140698,-0.01945001,-0.045539785,0.07388766,0.019380782,-0.04196804,-0.011748202,0.033843547,-0.014899798,0.055171788,0.07997206,-0.035305932,0.10020237,-0.023502432,-0.047729686,-0.08162868,-0.095055684,0.018471941,-0.024254316,0.01632479,0.06541146,0.05720913,-0.012199884,-0.013650728,-0.019134019,0.0025877524,-0.002702782,0.042986862,-0.0031908127,0.028257336,0.007601064,-0.057376105,-0.05510114,-0.04243342,0.065294474,0.019958511,0.0796421,0.021870796,0.032644894,0.045029562,0.08060674,0.021011265,-0.013369584,-0.012014743,-0.047787905,0.02628046,0.056985278,-0.026216883,-0.05027215,0.018886795,0.076936975,0.016309775,0.025275815,0.03823068,-0.011613387,-0.04083497,0.036979705
14,0.08301286,-0.01580811,-0.0112720765,0.021754589,-0.0002836138,-0.06288011,0.053377856,-0.016758211,0.0946188,0.0059122904,0.03517897,-0.0077920333,-0.0794151,-0.031980537,0.042425904,-0.00096120033,0.042251095,-0.023812165,-0.00048780255,-0.009784098,0.009606725,-0.11881036,-0.16251934,-0.08860332,0.04428239,-0.029887818,0.050427675,0.0057138996,-0.037601955,0.041519668,-0.0773104,0.067498595,0.010647308,0.015186286,0.00019116816,-0.09203073,-0.075939044,0.012644237,-0.089729816,0.00011106208,-0.06699853,0.026632559,0.024367403,0.06636526,-0.06926429,0.014786782,0.02792726,0.013739431,0.011098394,0.09513644,0.04033692,-0.102004215,-0.053058784,-0.0012263553,0.095927045,0.049875267,0.058445107,0.047891,-0.04270762,-0.044464327,-0.015351971,-0.043033928,-0.0027566059,0.03346116
15,0.014684098,-0.020221464,0.04101954,0.024960715,0.0040162187,0.035346255,0.08824629,0.009804966,0.020728655,-0.020823877,-0.045586403,0.012423071,0.0938882,-0.030209266,0.004798886,0.0052282475,-0.025883194,-0.047611594,-0.07580918,-0.03548777,0.01922708,-0.014104266,-0.03990632,-0.017530564,-0.002039915,0.040288333,0.049766265,0.06918234,0.011382237,0.019129451,0.0061685275,0.10524856,0.03377393,0.049807034,-0.044994198,-0.044005916,0.052783974,-0.021261074,-0.11436756,0.010873824,0.07986109,0.04795369,0.11228146,0.02129979,0.06981884,0.04368004,0.030448275,-0.0386821,-0.044142984,0.098519124,0.029456805,0.014920833,-0.00622431,-0.008569904,-0.014500493,0.07317913,0.05115164,-0.025916215,-0.0218489,0.073968716,0.04101869,-0.07094227,0.042472642,0.1208832
16,-0.058746174,-0.04561139,0.00341179,-0.014162775,0.0034440998,-0.03495664,0.048635773,-0.069381796,-0.015406899,-0.09171537,-0.0037283176,-0.039564233,0.05000062,0.013784246,-0.0044161966,-0.02355772,0.015670933,-0.023521012,-0.036458973,-0.06162242,0.01782031,0.021589499,-0.063499756,-0.040469494,-0.019358363,0.027523842,0.0018112957,-0.012883789,0.041217063,0.049706154,-0.039018713,0.111796886,0.017243441,0.00049562287,-0.0002054018,-0.044531275,0.008048024,0.042864352,-0.083172984,0.018431198,0.02477593,-0.0011656741,0.021633254,0.058262654,-0.03737967,-0.015852962,0.029158317,0.039533887,-0.032052517,0.020007782,-0.02907253,0.07598164,-0.027745826,0.027066007,-0.009211761,-0.026045162,0.0054049245,-0.020414812,0.009673939,0.03141019,-0.0067914175,0.005226734,-0.00079251546,0.048836354
17,0.028352033,-0.04625661,0.011683385,-0.0034648094,-0.055528134,-0.033689283,0.08664922,-0.12185262,0.008961144,0.023379525,0.014335623,0.07342909,-0.023189932,-0.013557807,0.030250348,0.030858789,0.0010712575,-0.032947313,0.0054877666,-0.004132185,-0.025256636,-0.07464656,-0.019679924,-0.055658136,-0.019494303,-0.030402698,0.040181715,0.053483516,0.047304034,-0.024823498,0.01583922,0.06815657,-0.005536629,0.036648016,-0.018254261,-0.014104827,-0.02403035,0.052467503,-0.043113623,-0.045945473,-0.067109026,0.0020116284,0.024588421,0.018019844,0.024258845,0.0032979315,0.01239541,0.05806857,-0.028967664,0.030418402,0.033953726,0.05006138,-0.0015209168,0.06008226,0.0006171018,-0.08387101,0.023885366,0.06559642,0.056444474,-0.03449393,0.07399589,-0.020073593,-0.020076849,-0.0053770384
18,0.016545389,-0.027220119,0.029426022,0.0010381915,-0.10794925,-0.04512446,0.00060978346,0.0030006901,0.01951185,-0.02982503,0.047471967,0.01844333,-0.0007562204,0.03643405,-0.0037284493,-0.008050324,0.04401543,-0.02115854,-0.042583443,-0.026517414,0.02709732,-0.05217722,-0.052332997,-0.10390919,-0.047717366,0.07682269,0.040804565,-0.04216009,-0.011496671,0.022532022,0.040631928,-0.026476957,-0.024752181,0.042584278,0.035421684,0.034939256,0.0023827534,-0.014189174,0.053242628,-0.014007721,-0.00041496754,0.08176838,-0.0075894026,0.049680404,0.0069838623,-0.05720229,-0.031795777,0.04485569,0.040111586,-0.011297714,0.0025630915,-0.0004866086,-0.008282057,-0.02083404,0.017177297,-0.037095394,-0.037056547,0.049804583,0.038211867,0.0029416273,0.0539983,0.03705626,0.027394721,0.026973266
19,-0.018582698,0.048563633,0.065254025,-0.05033039,-0.038863674,-0.1093065,0.0903635,0.015498945,-0.03719718,0.037493736,0.04810906,-0.015599287,-0.0080917645,0.019788869,-0.013696769,0.0073050214,-0.011657177,-0.03233534,0.0048760995,-0.035905905,0.01937931,-0.13974473,-0.11363925,-0.12125099,-0.0047079874,-0.020250812,-0.0021638256,0.012600875,0.03564354,0.009659544,-0.056581356,0.10414164,-0.047710914,0.06446119,0.028257314,-0.049745698,-0.037272852,0.032968894,-0.010991917,-0.08233991,0.0267018,0.0064697503,0.081071146,0.059030816,-0.027882464,0.034264408,-0.0005634229,0.04226794,-0.04440514,-0.0094938865,-0.009059468,0.013375342,-0.040210813,-0.027008738,0.06537231,-0.103321,-0.041946054,0.0009905966,0.029224638,-0.03236843,0.10297993,-0.030391831,-0.05285393,-0.041808214
20,0.050714225,0.10716021,-0.055992045,0.055165127,0.003989489,0.027497742,-0.012576005,-0.042130828,0.007472287,-0.11489788,-0.011643996,0.053212103,0.071093276,0.03391882,0.052885655,0.025026208,0.09196614,-0.034267828,-0.065316595,-0.026253516,0.057347313,0.026263338,-0.1272302,-0.098478556,-0.032494485,0.03650752,0.11692883,0.092456274,-0.0056715338,0.062214594,-0.005065943,0.049824625,0.02738564,-0.005967803,0.115811944,0.04858146,-0.0056177974,0.0065072775,-0.12634489,-0.053640172,0.015001534,0.026164794,-0.016698085,0.016112518,0.04059734,-0.014287371,-0.094834566,0.043739256,0.0920581,0.03420337,0.020835191,-0.024819173,-0.03100963,-0.05417448,-0.017876294,-0.035431515,0.033378545,-0.068429105,-0.009828769,0.011828481,-0.07312356,-0.035825595,0.011444138,0.097430736
21,-0.024779206,-0.016074799,0.011147516,0.031064123,-0.0152558405,-0.00092719495,0.03026288,0.002143051,0.07217395,-0.010682898,0.06141828,0.022880148,0.0087947,0.05037277,-0.018350018,0.06743958,0.0133916885,-0.09283711,-0.010796823,-0.056019377,-0.015901301,-0.008712109,-0.10782839,-0.027885687,0.0042810086,-0.06929975,-0.030002287,0.0044050626,0.057927333,0.06910111,-0.019440666,0.16887365,0.025424317,0.00303048,0.043401428,0.007434569,-0.073391095,0.016704163,-0.095418945,-0.09113643,0.074666746,0.015758183,-0.035687767,0.020627396,-0.054821286,-0.0029954333,0.018200904,0.07815906,0.049325522,0.053209,0.017539145,0.062612295,-0.002252099,0.05737629,0.020296609,0.0035731457,0.07656197,0.060997915,0.006006515,-0.053295035,0.0151652135,0.025126033,0.027851023,-0.03776868
22,0.02582388,0.054262377,-0.020633772,-0.015155943,-0.06731965,-0.014502042,0.02179565,-0.041187197,0.044504352,0.0058507267,0.11964681,-0.009267136,0.03919171,0.028737009,-0.070868924,-0.03115751,-0.057660695,-0.021312822,-0.045346588,-0.030148415,0.02246122,-0.025628652,-0.088894166,-0.09425346,-0.04032682,0.045153957,-0.02502546,-0.011955894,0.10000576,0.10553856,0.018813888,0.016642878,0.0420993,0.013801422,0.087985784,0.039157152,0.015605904,-0.017799076,0.05313526,-0.05623672,0.0021371432,0.095836446,-0.07329977,0.04723757,-0.025411962,-0.0019550305,-0.021274474,0.047749862,0.027222037,-0.009641606,-0.024886962,0.07895894,-0.047361217,-0.026883919,0.076668784,-0.08340992,-0.015026497,0.015842328,0.032754913,-0.011358406,0.033705715,-0.0032101404,0.063715994,-0.024826547
23,0.0049627717,0.0022061337,0.023447424,-0.022993675,-0.011768084,-0.065168254,0.01933255,-0.0058989963,-0.034548726,-0.06069322,0.01825168,0.012842726,-0.038754452,0.018055093,0.034796238,-0.03174607,-0.016911292,-0.033297613,-0.007938717,-0.038173597,0.05738925,-0.13846451,-0.024331836,-0.13964109,0.06234371,-0.004417537,0.016733997,0.003497391,0.03497747,0.07851532,0.01942438,0.1190755,-0.02180013,0.01931566,0.036993366,-0.005148698,-0.030620832,0.04025177,-0.03484305,-0.06920836,-0.016079895,0.02622598,-0.020182466,0.042974755,0.018438477,-0.006402393,0.0037611471,0.03202737,0.008966916,0.03255181,0.0024711695,-0.0006006891,0.0071442826,-0.027760351,-0.004141286,-0.04614048,0.0014983257,0.03665123,0.058849603,0.009290802,0.08510214,0.03227146,0.032216378,0.0011907853
24,-0.015497301,-0.012646632,-0.025829922,-0.0054993876,-0.004130544,0.011200471,0.063784644,0.039400864,0.059426937,-0.026191834,0.06746839,0.01451827,0.06812564,0.0031702532,-0.015171634,0.039310303,0.026834179,-0.042712618,-0.07122381,-0.03974732,0.0017382244,0.013337118,-0.103921965,-0.07228475,-0.023633093,0.04105105,-0.05421583,0.014614146,0.046478804,0.053849235,-0.07641663,0.03622083,-0.0023626555,0.060109887,-0.013868988,-0.047563784,0.010859232,0.067458406,-0.13257362,-0.007859302,0.035423256,0.048669364,-0.023448106,0.102192715,-0.0057311864,-0.009567227,0.013914673,-0.011512334,0.11939607,-0.00071544945,-0.0065603033,0.03494094,0.027791206,0.05985708,0.002369701,-0.020897858,0.048978135,0.07868199,-0.038606457,0.00038154982,0.025745768,-0.019179184,0.0045410567,0.02791864
25,-0.010288581,-0.030699622,0.008246585,-0.001629672,-0.03764772,-0.029000241,0.048924327,0.010182681,0.030837324,0.009492236,0.025776178,-0.035336588,0.04374648,0.015453991,0.048519254,0.02006185,0.02684013,0.029391699,-0.01074899,-0.05374016,0.0153928045,-0.11979863,-0.13248165,-0.099835336,-0.026184073,0.06462909,-0.023542978,-0.01918599,-0.054001134,0.09846249,-0.03211391,0.14024709,-0.03345173,0.048098575,-0.02256833,0.004809187,-0.05337289,0.06341761,-0.11940913,-0.043776818,0.043096397,0.030398548,-0.011093611,0.066508204,-0.06866981,0.0076974537,0.029345626,0.047508214,0.03299686,0.060692202,0.04381208,0.0062296027,0.04620681,0.0060940776,-0.03660188,-0.01706523,-0.025454966,0.031989813,0.020163845,-0.016115226,0.06210844,0.022264324,0.05269984,0.050529175
26,0.0008742735,0.04653763,0.0318133,0.013771933,-0.058642205,0.030723331,0.019907098,0.060782593,0.033430558,0.0021175537,0.09767839,0.004143888,-0.021322474,-0.028118137,0.007980726,-0.029896978,-0.021236803,-0.013575564,-0.04161688,0.007832856,-0.06148435,-0.01811935,-0.05336068,-0.0650433,0.032736905,0.009940102,-0.009129217,-0.0051098643,-0.0029757842,0.04027646,-0.0504626,-0.007258356,-0.05119542,-0.022824518,0.084687814,-0.024890658,-0.052403755,0.06589371,-0.0008288962,-0.05023607,0.02812708,0.0076293815,-0.00066789216,0.06684095,-0.071837366,-0.011284888,-0.021783216,0.015054121,-0.00658443,0.016909031,0.009783577,0.011826335,-0.018351674,-0.0062175784,-0.0086571425,-0.0045781815,0.0352201,0.01779317,-0.006202823,-0.056468707,-0.0057653263,0.0026003858,-0.030127505,-0.02589609
27,0.07315417,0.04201193,-0.031321306,-0.038706716,-0.029543888,-0.014718955,0.06869629,-0.05121488,0.06768971,-0.0087917745,0.017550208,0.038826756,0.07893857,0.0007742436,-0.041630656,0.038513206,-0.02609095,-0.0068866797,-0.058313414,0.029834598,0.027117921,-0.07408292,-0.12393509,-0.05133026,-0.077353716,0.10288049,0.07111585,0.07869943,0.04118584,-0.028686678,0.0455694,0.051062953,-0.016836751,0.06843697,0.046889406,-0.0095979255,0.0022809217,-0.0109485835,-0.042002175,-0.0060618995,-0.045067128,0.033683147,0.01046716,0.016257742,-0.0078319125,-0.038575392,-0.00066339923,0.03316441,0.013112646,0.03491921,0.049076494,0.056490496,0.026176091,-0.012209931,0.06405634,-0.061611194,0.011224516,0.0020312713,0.011171378,-0.08312532,-0.044713184,-0.06299621,0.024277933,0.035057366
28,-0.016692685,-0.007327281,0.02348156,0.02267653,-0.070969656,-0.04753335,0.063833125,-0.01578133,-0.021167614,0.0060714073,0.047349207,-0.031867772,-0.042356476,-0.056153174,0.04989391,0.016559463,0.092043534,0.021209091,-0.0385676,0.02250954,0.046289533,-0.054661218,-0.06325262,-0.09341343,-0.05918453,0.08278372,0.03444574,0.07863248,-0.022392781,-0.0060935607,-0.021927085,0.0066933576,-0.009389486,0.09757455,0.01088101,-0.046069346,-0.010947313,0.11963698,-0.03380808,-0.037807956,0.040079042,0.05210598,0.08427274,0.030878875,-0.048506793,-0.019934094,-0.03084096,-0.02821825,-0.011510786,-0.010897562,0.0323439,-0.0073318607,0.07233804,-0.015745923,0.058174454,-0.046222772,-0.01607282,-0.014633167,-0.04811249,-0.00029067462,0.043185785,0.009240663,-0.037362326,0.057668082
29,-0.0046398197,0.042769685,-0.05502897,0.03501999,-0.06760675,-0.055667423,0.03485703,0.0028094528,-0.01653288,0.028435394,0.04608103,0.039225824,0.0696487,0.04280218,0.0012684995,0.017176723,0.060725804,-0.01784696,0.02431515,-0.022465736,0.045117397,-0.06440408,-0.07363973,-0.10410434,-0.0728408,0.054232165,0.001059832,0.020433826,0.026050713,-0.024023075,-0.05948221,0.051262386,-0.0034837131,0.053393997,-0.002058193,-0.044481356,0.015952379,-0.011321341,0.0059822854,-0.05948386,-0.02801324,0.071306765,0.030071113,0.08014989,0.02352859,0.029528227,-0.026572958,0.040061913,0.025585555,-0.02326191,0.069707885,0.049916476,0.0061516576,0.0540868,0.034595743,-0.0029015597,-0.048321187,0.109247565,0.013338357,-0.012946102,0.09098645,0.0024141679,-0.08378514,0.060984842
30,0.026229788,0.077683374,-0.07315548,0.056219913,0.005686424,-0.035307474,0.056049846,-0.03545149,0.023401398,-0.05734805,-0.0037592165,-0.0029926822,0.10308272,0.011891033,-0.045419246,-0.025825996,0.010683818,-0.020131491,-0.0731804,-0.008761743,-0.019361565,0.004493337,-0.16121584,-0.041488953,0.024965622,-0.039355285,-0.06350779,-0.0042360877,0.048045762,0.09684021,-0.047061905,0.07482225,0.0017637634,0.03347937,0.058052532,-0.041374467,-0.0057668416,0.012088746,-0.16620731,0.041084766,-0.013784107,0.007463475,-0.064865686,0.093748085,-0.016284984,-0.0098716095,0.035716984,0.07709743,0.07706418,0.05434577,0.005659315,0.051718667,-0.01859824,0.056760967,-0.018306509,-0.046417166,0.038282685,0.05626725,-0.024103072,-0.030861905,-0.110883996,-0.069128856,0.045414478,0.04653407
